image_path,reconstruction_error,mahalanobis_distance,combined_score
D:\projects\xray\test\P00887scaled0.8.jpg,0.010416672,16.29229275832621,0.1733395992169825
D:\projects\xray\test\P02161scaled0.8.jpg,0.012103143,16.121855561447948,0.1733216987626037
D:\projects\xray\test\xray_easy07031flip0.jpg,0.017481256,15.577159989928115,0.17325285617565025
D:\projects\xray\test\xray_easy04548flip-1.jpg,0.01801559,15.484132620769254,0.1728569157727312
D:\projects\xray\test\xray_easy04568shifted0_-25.jpg,0.014604195,15.824572517572683,0.17284992019681972
D:\projects\xray\test\xray_easy04571rotated270.jpg,0.014258272,15.84031228193963,0.17266139483395462
D:\projects\xray\test\B0050_0089rotated45.jpg,0.00603765,16.647041720460837,0.17250806736882512
D:\projects\xray\test\B0046_0073flip1.jpg,0.011810872,16.01025096336882,0.17191338140615628
D:\projects\xray\test\xray_easy04708scaled1.4.jpg,0.011664671,16.020291489738856,0.17186758578944836
D:\projects\xray\test\B0050_0018shifted0_10.jpg,0.0030426101,16.82998974058205,0.17134250753516198
D:\projects\xray\test\P02128shifted0_-10.jpg,0.01373347,15.758622141897748,0.17131969130009483
D:\projects\xray\test\xray_easy06571rotated45.jpg,0.0109394295,16.0332765476678,0.17127219499078808
D:\projects\xray\test\xray_easy07033shifted-25_0.jpg,0.012044384,15.912205731159396,0.17116644145584053
D:\projects\xray\test\xray_easy07009shifted-25_0.jpg,0.013217178,15.773437950010825,0.17095155767347145
D:\projects\xray\test\xray_easy03169rotated45.jpg,0.012710827,15.728375656466175,0.16999458396743228
D:\projects\xray\test\P04508rotated270.jpg,0.014154681,15.576915954079844,0.1699238405453823
D:\projects\xray\test\P02169shifted0_-10.jpg,0.012164286,15.773306674525474,0.16989735308304763
D:\projects\xray\test\xray_easy06991shifted-25_0.jpg,0.01640365,15.308520087543375,0.16948885174039252
D:\projects\xray\test\P02123flip0.jpg,0.0135273645,15.492144010708737,0.168448804577152
D:\projects\xray\test\B0050_0093rotated90.jpg,0.0035853486,16.44914273112257,0.16807677591547268
D:\projects\xray\test\B0049_0194flip1.jpg,0.004772767,16.330291301314375,0.1680756799720659
D:\projects\xray\test\xray_easy04708flip1.jpg,0.011932614,15.585140393634726,0.16778401819576907
D:\projects\xray\test\xray_easy03498rotated270.jpg,0.017739143,14.998339415040304,0.16772253737297346
D:\projects\xray\test\P06178flip1.jpg,0.015199955,15.206219419576867,0.16726214881726248
D:\projects\xray\test\xray_easy07021shifted25_0.jpg,0.0122110285,15.480321330445486,0.16701424179094512
D:\projects\xray\test\B0050_0007flip0.jpg,0.003604675,16.339667709010342,0.16700135203475752
D:\projects\xray\test\P08032rotated45.jpg,0.011697377,15.524662979511792,0.16694400687335306
D:\projects\xray\test\P03602rotated270.jpg,0.013363701,15.350222271683798,0.16686592400822028
D:\projects\xray\test\P02128scaled0.8.jpg,0.011240707,15.544761990116953,0.16668832668023228
D:\projects\xray\test\xray_easy03200shifted25_0.jpg,0.015827363,15.084774705359926,0.16667511041054717
D:\projects\xray\test\P07381flip0.jpg,0.012307439,15.426059926487058,0.16656803826428504
D:\projects\xray\test\P05330rotated45.jpg,0.0099763945,15.646694600360123,0.1664433404781076
D:\projects\xray\test\xray_easy07020rotated90.jpg,0.015902743,15.053160042461538,0.1664343431681075
D:\projects\xray\test\xray_easy06997flip-1.jpg,0.014443822,15.16972538697526,0.1661410760748193
D:\projects\xray\test\B0049_0154rotated45.jpg,0.00683782,15.924890885055683,0.16608672901914143
D:\projects\xray\test\xray_easy07012shifted25_0.jpg,0.012389053,15.36212612480391,0.16601031390731225
D:\projects\xray\test\xray_easy06994flip1.jpg,0.012546378,15.336376531457287,0.1659101435024081
D:\projects\xray\test\xray_easy07042scaled1.4.jpg,0.010641757,15.526046759866576,0.16590222499750953
D:\projects\xray\test\xray_easy04573shifted25_0.jpg,0.012089782,15.338995852618883,0.16547974092065762
D:\projects\xray\test\B0050_0019rotated90.jpg,0.0033479072,16.203188129105435,0.1653797885064112
D:\projects\xray\test\xray_easy06991shifted0_-25.jpg,0.016807055,14.84851584263362,0.16529221352713483
D:\projects\xray\test\xray_easy03383shifted0_-25.jpg,0.012990747,15.225838232942396,0.16524912897654348
D:\projects\xray\test\P05941rotated180.jpg,0.01214977,15.29855321879323,0.16513530200075466
D:\projects\xray\test\P06240shifted10_0.jpg,0.008899927,15.594144453867942,0.16484137167796165
D:\projects\xray\test\xray_easy07020rotated270.jpg,0.015972856,14.866719607639418,0.16464005250859365
D:\projects\xray\test\B0050_0042shifted0_-10.jpg,0.0051348596,15.947137772220678,0.164606237310204
D:\projects\xray\test\xray_easy06997shifted0_25.jpg,0.014677942,14.988991153802445,0.16456785333718826
D:\projects\xray\test\B0050_0078rotated270.jpg,0.003487547,16.086985516154446,0.1643574020897714
D:\projects\xray\test\P02133rotated270.jpg,0.015623852,14.846260322716882,0.1640864549064343
D:\projects\xray\test\xray_easy05367shifted0_25.jpg,0.013093378,15.06597585894728,0.16375313698431496
D:\projects\xray\test\P05552shifted0_-10.jpg,0.011610463,15.213917584510309,0.1637496391067074
D:\projects\xray\test\P05332flip1.jpg,0.010537592,15.268467502189633,0.16322226678473709
D:\projects\xray\test\xray_easy07027shifted25_0.jpg,0.0133433305,14.981156977878546,0.1631549002514932
D:\projects\xray\test\P05325rotated90.jpg,0.0112955095,15.185913445481035,0.16315464397945376
D:\projects\xray\test\xray_easy03216scaled1.4.jpg,0.013639151,14.923107860413493,0.16287022972283066
D:\projects\xray\test\xray_easy06997shifted25_0.jpg,0.012980066,14.985353896803879,0.16283360520787263
D:\projects\xray\test\P05299flip0.jpg,0.013415272,14.931960107135804,0.16273487341898712
D:\projects\xray\test\P05604shifted0_-10.jpg,0.008366972,15.43554243409258,0.16272239654894888
D:\projects\xray\test\B0050_0015shifted0_-10.jpg,0.0030097,15.954418834237487,0.16255388832589718
D:\projects\xray\test\xray_easy07007scaled1.4.jpg,0.011783089,15.061776224666668,0.16240085080408884
D:\projects\xray\test\xray_easy05357shifted0_25.jpg,0.014109672,14.827162761112318,0.162381299658321
D:\projects\xray\test\P02127shifted0_-10.jpg,0.012569301,14.971063543373647,0.1622799362641007
D:\projects\xray\test\xray_easy07050shifted0_25.jpg,0.013563351,14.868751063136457,0.16225086140571235
D:\projects\xray\test\xray_easy06994scaled0.7.jpg,0.010569497,15.163634884678673,0.16220584585838865
D:\projects\xray\test\B0050_0013shifted-10_0.jpg,0.0034673729,15.84175262041761,0.16188489905562237
D:\projects\xray\test\B0050_0028shifted0_-10.jpg,0.003794587,15.801893631428438,0.16181352329872506
D:\projects\xray\test\B0049_0024rotated45.jpg,0.0050896145,15.661573322561004,0.16170534776594855
D:\projects\xray\test\P05727rotated45.jpg,0.012926408,14.858934409184158,0.16151575218153894
D:\projects\xray\test\xray_easy03216shifted0_-25.jpg,0.014411285,14.701916170823294,0.1614304462965103
D:\projects\xray\test\B0050_0069rotated45.jpg,0.004593679,15.680933245307907,0.1614030116688381
D:\projects\xray\test\B0049_0093rotated45.jpg,0.007301237,15.408993598808701,0.1613911729565745
D:\projects\xray\test\P05159flip1.jpg,0.009291737,15.187534492995976,0.16116708227035045
D:\projects\xray\test\P02171rotated270.jpg,0.016678218,14.439984973104062,0.16107806752951206
D:\projects\xray\test\P00660rotated90.jpg,0.013823596,14.71354397802522,0.16095903560956024
D:\projects\xray\test\P02154rotated270.jpg,0.012313128,14.864274770446253,0.1609558761534853
D:\projects\xray\test\B0050_0007scaled1.2.jpg,0.0024602637,15.836771289576692,0.16082797656525774
D:\projects\xray\test\P05890rotated180.jpg,0.009303648,15.143712283715447,0.1607407708619519
D:\projects\xray\test\P02126shifted0_10.jpg,0.012444499,14.790394648164487,0.16034844543039775
D:\projects\xray\test\B0049_0083rotated45.jpg,0.007381611,15.291725836393612,0.16029886940193552
D:\projects\xray\test\P02131flip0.jpg,0.014535523,14.512355418697066,0.1596590772067017
D:\projects\xray\test\P05162rotated270.jpg,0.008897191,15.065603286573827,0.1595532237792963
D:\projects\xray\test\P06178scaled1.2.jpg,0.01118213,14.81126126437628,0.15929474295817256
D:\projects\xray\test\P06178rotated360.jpg,0.011183605,14.801164581249665,0.159195250410542
D:\projects\xray\test\B0050_0020shifted10_0.jpg,0.0039514727,15.522013747507135,0.15917161017098824
D:\projects\xray\test\P00861shifted10_0.jpg,0.010713548,14.829593646585971,0.15900948486536773
D:\projects\xray\test\B0050_0092flip1.jpg,0.002691595,15.614019479960781,0.15883178968340736
D:\projects\xray\test\P07382rotated45.jpg,0.012235105,14.648758255396764,0.15872268759165686
D:\projects\xray\test\xray_easy05655shifted0_-25.jpg,0.013561497,14.482550662505554,0.15838700406747985
D:\projects\xray\test\P04930flip-1.jpg,0.011060633,14.731559754974699,0.1583762303150401
D:\projects\xray\test\P02159shifted10_0.jpg,0.011612955,14.674507415740404,0.15835802870689544
D:\projects\xray\test\P04128flip1.jpg,0.0095916195,14.876318631530484,0.15835480579943143
D:\projects\xray\test\xray_easy05367rotated45.jpg,0.013680473,14.450035333041198,0.15818082630042082
D:\projects\xray\test\B0050_0020rotated270.jpg,0.0045850934,15.35940134114858,0.15817910676442945
D:\projects\xray\test\B0049_0045rotated90.jpg,0.0069610435,15.097855685278201,0.15793960031121398
D:\projects\xray\test\B0050_0014shifted0_10.jpg,0.0042507513,15.36776906046566,0.15792844194728103
D:\projects\xray\test\P05957rotated90.jpg,0.010964918,14.689889374304183,0.157863811693374
D:\projects\xray\test\xray_easy02561shifted0_25.jpg,0.014309037,14.34446606359443,0.15775369718139975
D:\projects\xray\test\B0049_0195shifted-10_0.jpg,0.0040742406,15.362148596016919,0.15769572652919447
D:\projects\xray\test\B0050_0040shifted-10_0.jpg,0.0026593555,15.496196168864836,0.1576213172117131
D:\projects\xray\test\xray_easy06847shifted25_0.jpg,0.009297825,14.765157991458588,0.15694940531064683
D:\projects\xray\test\P02160flip-1.jpg,0.014062037,14.275805176262503,0.15682008852277643
D:\projects\xray\test\P00020rotated45.jpg,0.011501237,14.526010993931504,0.15676134675804587
D:\projects\xray\test\P06029scaled1.2.jpg,0.00747814,14.926301551507985,0.1567411553439704
D:\projects\xray\test\P04516rotated270.jpg,0.010368537,14.621471688562167,0.15658325404339565
D:\projects\xray\test\P04127shifted0_10.jpg,0.008046819,14.847093658643772,0.15651775548356583
D:\projects\xray\test\P05858rotated90.jpg,0.010805931,14.548373142826138,0.15628966237055836
D:\projects\xray\test\P00656shifted0_10.jpg,0.0130529655,14.312867605887163,0.1561816415732335
D:\projects\xray\test\P04860rotated45.jpg,0.01377285,14.240152816190367,0.15617437808676607
D:\projects\xray\test\P05109flip-1.jpg,0.009858407,14.627372671700956,0.15613213379718305
D:\projects\xray\test\xray_easy07020scaled1.4.jpg,0.012833071,14.321370371782661,0.15604677465909603
D:\projects\xray\test\B0050_0089shifted0_-10.jpg,0.0032368505,15.22999436734136,0.15553679416420718
D:\projects\xray\test\P00870flip0.jpg,0.013829629,14.164244509172061,0.155472074028667
D:\projects\xray\test\B0050_0079shifted0_-10.jpg,0.0044985795,15.077892696732507,0.15527750650668368
D:\projects\xray\test\B0049_0031flip1.jpg,0.0047943224,15.042149692534025,0.1552158193452519
D:\projects\xray\test\B0050_0090shifted-10_0.jpg,0.0029619562,15.224646867969282,0.15520842487708875
D:\projects\xray\test\P05346rotated90.jpg,0.0097114025,14.54861898287052,0.15519759229708852
D:\projects\xray\test\P02160shifted10_0.jpg,0.011789031,14.321066942644931,0.1549997007532201
D:\projects\xray\test\B0046_0100shifted0_-10.jpg,0.0071277916,14.778829719119091,0.1549160888343336
D:\projects\xray\test\xray_easy06616flip1.jpg,0.010519783,14.422684984800663,0.15474663286057558
D:\projects\xray\test\xray_easy06833shifted25_0.jpg,0.010349658,14.436605651074482,0.15471571482860877
D:\projects\xray\test\P04516shifted0_-10.jpg,0.008291424,14.620762628382877,0.1544990505359216
D:\projects\xray\test\xray_easy06918flip0.jpg,0.012357681,14.205013374585178,0.15440781480419902
D:\projects\xray\test\P00888rotated360.jpg,0.011829041,14.257445347583174,0.154403494420408
D:\projects\xray\test\B0050_0027rotated270.jpg,0.0039162487,15.044647493310366,0.15436272361226475
D:\projects\xray\test\P00861rotated180.jpg,0.013106243,14.122179743654378,0.1543280401901091
D:\projects\xray\test\P04932rotated45.jpg,0.011016782,14.322570423080819,0.1542424866039981
D:\projects\xray\test\P00629flip-1.jpg,0.013939056,14.027387958941144,0.15421293520358487
D:\projects\xray\test\P02173flip1.jpg,0.015689405,13.850077643354346,0.15419018111486843
D:\projects\xray\test\P07724scaled1.2.jpg,0.0068119396,14.733408967325728,0.15414602931881588
D:\projects\xray\test\P05957shifted0_10.jpg,0.0074151047,14.664765636168532,0.1540627610190969
D:\projects\xray\test\P00864rotated360.jpg,0.010741481,14.325228067797362,0.1539937613041395
D:\projects\xray\test\P05774flip0.jpg,0.009715875,14.422434601257613,0.15394022069196275
D:\projects\xray\test\P00888rotated90.jpg,0.017530816,13.625842755986943,0.15378924323572413
D:\projects\xray\test\P00878rotated45.jpg,0.012277805,14.147437438084735,0.1537521796272601
D:\projects\xray\test\P05109shifted-10_0.jpg,0.0074995155,14.620732791480547,0.15370684345942862
D:\projects\xray\test\P00629rotated270.jpg,0.01503284,13.862327210495843,0.15365611206630841
D:\projects\xray\test\P02159rotated360.jpg,0.009667101,14.391006097600503,0.15357716229215904
D:\projects\xray\test\P07381shifted10_0.jpg,0.008974954,14.445498914788434,0.15342994270245502
D:\projects\xray\test\xray_easy06956flip1.jpg,0.008988603,14.440282493678284,0.15339142795500707
D:\projects\xray\test\P04166shifted0_-10.jpg,0.0119913025,14.110864253247227,0.15309994501525606
D:\projects\xray\test\B0049_0177shifted0_-10.jpg,0.004233154,14.885925164849917,0.15309240565107624
D:\projects\xray\test\P07888rotated180.jpg,0.011908713,14.113113331405302,0.15303984611091992
D:\projects\xray\test\P05669flip-1.jpg,0.009659299,14.335250357500968,0.15301180227063355
D:\projects\xray\test\B0050_0040flip-1.jpg,0.003188784,14.974354672318444,0.15293233072457954
D:\projects\xray\test\B0049_0032rotated180.jpg,0.003733474,14.91596534086553,0.152893127471411
D:\projects\xray\test\P05957shifted0_-10.jpg,0.0074840863,14.537449932254747,0.15285858564607696
D:\projects\xray\test\P00846flip-1.jpg,0.01649878,13.633774597943697,0.15283652585745727
D:\projects\xray\test\P05846shifted0_-10.jpg,0.0077294,14.50680520290642,0.1527974519783764
D:\projects\xray\test\B0049_0045rotated270.jpg,0.0059354673,14.683639402454498,0.15277186133852008
D:\projects\xray\test\P06251shifted10_0.jpg,0.008309967,14.439085691921633,0.15270082380376976
D:\projects\xray\test\P00599shifted0_10.jpg,0.011272074,14.137444100874943,0.15264651473212523
D:\projects\xray\test\P00864flip0.jpg,0.015674198,13.696602860348237,0.152640226649809
D:\projects\xray\test\B0049_0037shifted-10_0.jpg,0.005600991,14.702833405269185,0.15262932524589698
D:\projects\xray\test\xray_easy06692rotated270.jpg,0.00895675,14.361830445535617,0.1525750543788834
D:\projects\xray\test\B0050_0095shifted10_0.jpg,0.004621836,14.791104347506872,0.15253287936622612
D:\projects\xray\test\P01949rotated180.jpg,0.009186002,14.31602813339823,0.15234628375983175
D:\projects\xray\test\B0050_0062rotated270.jpg,0.0033900216,14.88815613510507,0.15227158297323165
D:\projects\xray\test\xray_easy05355rotated90.jpg,0.01170401,14.050342277867383,0.1522074327362854
D:\projects\xray\test\B0049_0092flip-1.jpg,0.00402051,14.818543827717923,0.15220594805290721
D:\projects\xray\test\P01950shifted10_0.jpg,0.007855848,14.426651845223438,0.15212236686146985
D:\projects\xray\test\P00021rotated45.jpg,0.011779386,14.023797401021195,0.15201735962907745
D:\projects\xray\test\xray_easy06847rotated90.jpg,0.009115067,14.289337276854694,0.15200844007917821
D:\projects\xray\test\P00010rotated90.jpg,0.011197369,14.073744151547483,0.15193481012985044
D:\projects\xray\test\B0049_0188shifted0_-10.jpg,0.005349726,14.645787857895112,0.15180760452946043
D:\projects\xray\test\P00007scaled0.8.jpg,0.007929318,14.384220282842819,0.15177152048160736
D:\projects\xray\test\xray_easy03446rotated90.jpg,0.009453276,14.228085892218047,0.1517341350944608
D:\projects\xray\test\P00855flip0.jpg,0.01572782,13.590793786816725,0.15163575774304996
D:\projects\xray\test\P05762rotated360.jpg,0.0059700087,14.548695208642158,0.15145696075770532
D:\projects\xray\test\xray_easy00954rotated45.jpg,0.012239784,13.921290314771104,0.15145268715001511
D:\projects\xray\test\B0046_0192shifted-10_0.jpg,0.009110729,14.231118657276124,0.15142191578283995
D:\projects\xray\test\P04128scaled0.8.jpg,0.0063884906,14.491385848715954,0.15130234904110484
D:\projects\xray\test\P07888rotated270.jpg,0.014846296,13.631212004858222,0.15115841609823671
D:\projects\xray\test\P05131flip0.jpg,0.010306618,14.084090710240046,0.15114752527880113
D:\projects\xray\test\B0050_0029shifted-10_0.jpg,0.0036909564,14.740385316598585,0.15109480955924265
D:\projects\xray\test\P04551shifted10_0.jpg,0.0072854795,14.375612807363517,0.15104160752982146
D:\projects\xray\test\P00619rotated360.jpg,0.011041868,13.998170520677956,0.15102357275351674
D:\projects\xray\test\B0044_0085rotated270.jpg,0.01095545,14.005590459832298,0.1510113547233616
D:\projects\xray\test\B0050_0069rotated270.jpg,0.0032740564,14.765803014718921,0.15093208650917742
D:\projects\xray\test\B0049_0182rotated45.jpg,0.009858318,14.103278262530841,0.15089110029851474
D:\projects\xray\test\P04193flip0.jpg,0.00875586,14.21022143301667,0.1508580742490591
D:\projects\xray\test\P00025rotated180.jpg,0.01098197,13.984967361234968,0.15083164314770048
D:\projects\xray\test\xray_easy06682rotated45.jpg,0.013870674,13.6953121009698,0.15082379519515285
D:\projects\xray\test\P05890rotated360.jpg,0.0070819226,14.373762838277798,0.150819550992137
D:\projects\xray\test\P02159flip1.jpg,0.015779926,13.503540323333105,0.15081532874361833
D:\projects\xray\test\B0050_0020shifted0_-10.jpg,0.0027619794,14.79819725375904,0.15074395189213588
D:\projects\xray\test\P05722shifted10_0.jpg,0.006327834,14.439292006937665,0.15072075404969854
D:\projects\xray\test\P07512shifted0_-10.jpg,0.009565662,14.113155482881595,0.15069721649014284
D:\projects\xray\test\P06168shifted0_10.jpg,0.00961705,14.104815872214234,0.15066520890049137
D:\projects\xray\test\B0049_0127flip-1.jpg,0.0046908907,14.59374094152717,0.1506283000813691
D:\projects\xray\test\P02892rotated90.jpg,0.011900231,13.859578555590934,0.15049601679808922
D:\projects\xray\test\P06263shifted0_10.jpg,0.00700184,14.348253728909466,0.15048437733290765
D:\projects\xray\test\P02135shifted-10_0.jpg,0.010620158,13.986320324230766,0.15048336140800095
D:\projects\xray\test\P02860rotated270.jpg,0.01061234,13.982409319172254,0.15043643290440192
D:\projects\xray\test\P00617shifted0_10.jpg,0.010757917,13.966946747274916,0.15042738407971185
D:\projects\xray\test\P07235rotated45.jpg,0.0115859695,13.881925155158534,0.15040522102947726
D:\projects\xray\test\P05665rotated45.jpg,0.012287113,13.81115216534227,0.15039863453764615
D:\projects\xray\test\P02132shifted10_0.jpg,0.011219577,13.91379792544071,0.15035755618689697
D:\projects\xray\test\P00477shifted10_0.jpg,0.011522408,13.872713361568799,0.150249541259185
D:\projects\xray\test\P07208flip1.jpg,0.0119211925,13.830818120139217,0.15022937372075892
D:\projects\xray\test\P02164scaled1.2.jpg,0.009272191,14.085758656229121,0.15012977730448587
D:\projects\xray\test\xray_easy07022scaled1.4.jpg,0.012180426,13.793919097581833,0.1501196171338293
D:\projects\xray\test\P05156rotated270.jpg,0.010821924,13.921825560925202,0.1500401792228003
D:\projects\xray\test\xray_easy05379shifted-25_0.jpg,0.007238548,14.27254401186334,0.1499639879019784
D:\projects\xray\test\P00640shifted0_10.jpg,0.01182744,13.813140320072362,0.14995884320179412
D:\projects\xray\test\P05576scaled0.8.jpg,0.00873191,14.119549018466877,0.14992740021223236
D:\projects\xray\test\B0049_0149shifted-10_0.jpg,0.0048726765,14.492287281213219,0.14979554926289138
D:\projects\xray\test\P00015flip-1.jpg,0.011069289,13.871509880217257,0.14978438821079673
D:\projects\xray\test\P06037rotated270.jpg,0.010742094,13.900207415955261,0.14974416852729516
D:\projects\xray\test\B0050_0013rotated90.jpg,0.002843274,14.688711720429657,0.14973039124071894
D:\projects\xray\test\B0050_0044rotated270.jpg,0.0036258001,14.60108598509538,0.1496366599855679
D:\projects\xray\test\xray_easy00941shifted-25_0.jpg,0.010730594,13.888627744276313,0.14961687183935432
D:\projects\xray\test\xray_easy06654scaled1.4.jpg,0.0070634875,14.244361906532006,0.14950710660997588
D:\projects\xray\test\B0049_0060shifted10_0.jpg,0.004409766,14.50508045749595,0.14946057039963506
D:\projects\xray\test\B0050_0034flip-1.jpg,0.0028311943,14.65944762751907,0.14942567059215903
D:\projects\xray\test\P05436scaled0.8.jpg,0.004693402,14.470965253609595,0.14940305451351582
